WELL;DEPTH_MD;X_LOC;Y_LOC;Z_LOC;GROUP;FORMATION;CALI;RSHA;RMED;RDEP;RHOB;GR;SGR;NPHI;PEF;DTC;SP;BS;ROP;DTS;DCAL;DRHO;MUDWEIGHT;RMIC;ROPA;RXO;FORCE_2020_LITHOFACIES_LITHOLOGY;FORCE_2020_LITHOFACIES_CONFIDENCE;Cluster
15/9-17;604.66999841;438591.875;6478951.5;-582.6556396;NORDLAND GP.;;18.932600021;;1.9202593565;2.484380722;2.1627619267;70.039993286;72.64515686;;2.2517969608;139.79904175;8.1179599762;;20.891695023;;;0.0035654493;0.1258177161;;;;65000;2.0;2
25/2-13 T4;3676.288;469371.21875;6628693.0;-3650.185791;DUNLIN GP.;Amundsen Fm.;9.3516330719;11.55303669;9.3498668671;9.232550621;2.714263916;75.39050293;;0.2631595135;;74.776275635;250.24555969;8.5;;;0.8516332507;0.0299794022;;;;16.1139431;65000;1.0;1
25/2-14;1756.3219006;476918.875;6625427.0;-1733.593262;HORDALAND GP.;Grid Fm.;13.286860466;0.8283976316;0.7263436913;0.8072377443;2.0631089211;55.374988556;;;6.9062156677;148.77151489;66.745391846;12.250000954;;;1.036860466;0.0184424855;;;;;65000;1.0;2
15/9-17;1547.6779984;438594.375;6478952.5;-1525.636353;HORDALAND GP.;Utsira Fm.;14.455033302;0.6417062879;0.8937621117;0.9605658054;1.9722826481;61.811023712;69.26020813;0.489109993;3.6668221951;152.15602112;36.921237946;;27.69924736;;;0.0052978937;0.1354038268;;;0.64901793;65000;1.0;2
16/10-1;1822.3117898;444152.71875;6435554.5;-1797.232544;HORDALAND GP.;Utsira Fm.;13.429531097;;0.7621538639;0.7029815316;2.0736012459;79.249534607;;0.4756495655;8.7072515488;143.11172485;92.071548462;12.5;11.858449936;;0.9295312762;-0.001096234;0.1581708491;;;;65000;1.0;2
30/3-5 S;3907.4335862;496661.5625;6739804.5;-2788.922607;VIKING GP.;Lista Fm.;8.4241819382;;1950.0;10.550055504;2.072814703;53.610202789;;0.5259428024;27.084657669;;;;;;;-1.088793278;;;;;65000;2.0;2
35/11-1;1792.6811228;535640.1875;6783534.5;-1767.543823;SHETLAND GP.;Vaale Fm.;18.544868469;;1.3608509302;0.9469856024;2.4064555168;108.0920105;;;3.1029415131;112.90089417;47.716602325;;;;;-0.006657074;;;;;65000;1.0;2
25/3-1;2612.232;487275.03125;6643962.0;-2589.956787;SHETLAND GP.;Vaale Fm.;12.431794167;;10.161507607;13.065757751;2.6329147816;13.475250244;;;5.5832076073;60.464668274;141.72494507;12.250000954;32.218734741;;0.1754573733;0.0008044619;0.8387848139;;;;70000;1.0;1
34/10-33;3424.456;457828.78125;6777179.0;-3389.923828;DUNLIN GP.;Drake Fm.;9.4784383774;6.0589880943;;3.2559225559;2.5077536106;105.2934494;;0.3058119118;;87.653518677;;8.5;;;;0.0271881875;;;;;65000;1.0;1
34/10-19;1297.192;460115.03125;6783934.0;-1275.035278;HORDALAND GP.;Utsira Fm.;12.553673744;1.1542885303;1.3259955645;1.2328282595;2.1261608601;57.053722382;;0.434810698;;;61.109985352;;;;;0.0446065292;;;;1.1346513033;65000;1.0;2
34/8-1;2246.8250232;469605.90625;6803764.0;-2217.167969;SHETLAND GP.;Lista Fm.;13.303665161;;1.6710468531;1.0987861156;2.3998577595;74.110496521;;0.3393096328;4.2761659622;102.15825653;40.7200737;12.250000954;;;;0.0227679443;;;;;74000;1.0;1
25/5-4;3100.6403052;470384.78125;6608131.5;-3074.922363;DUNLIN GP.;Statfjord Fm.;8.7681884766;;1.7861304283;0.4895826578;2.2174427509;22.107757568;;0.2165623158;2.0902569294;89.97492218;96.041801453;8.5;;;0.2681885064;0.0212440547;;;;-999.9000244;30000;1.0;1
31/6-8;1941.9324341;537152.0;6713675.0;-1916.851807;VIKING GP.;Krossfjord Fm.;8.2579402924;;0.6336936355;0.6363916993;2.2459592819;49.079437256;;0.2884052992;;92.673110962;67.07598877;8.375;;;;-0.007738702;;;;;30000;1.0;1
15/9-13;575.848;437642.53125;6470973.0;-550.8190308;NORDLAND GP.;;18.375570297;;0.9196956158;0.9971279502;2.0005526543;81.824737549;;;2.3717820644;160.97740173;28.29498291;;23.477359772;;;0.002819577;;;;;65000;1.0;2
31/3-2;1122.7129011;536841.0;6748637.5;-1097.665039;ROGALAND GP.;Balder Fm.;;;0.6474317908;0.5771833062;1.9673199654;88.163215637;;0.4928308129;;149.1962738;151.79814148;;;;;-0.005111203;;;;;65000;2.0;2
35/9-6 S;2005.44;537154.3125;6804504.5;-1969.09021;SHETLAND GP.;Kyrre Fm.;12.787940979;;1.0574196577;1.1081002951;2.3748397827;104.07631683;;0.3606605828;;118.67961884;;;;;;;;0.964219749;20.888439178;;65000;1.0;1
35/11-1;2425.6091228;535653.9375;6783537.5;-2400.306396;VIKING GP.;Krossfjord Fm.;12.429699898;1.370097518;5.4423441887;3.6615989208;2.516575098;94.890617371;;0.2989752293;3.4936513901;86.953117371;20.956903458;;;;;-0.030174974;;;;1.3943738937;65000;1.0;1
34/10-35;3785.951;463446.84375;6771071.0;-3758.115723;CROMER KNOLL GP.;Vaale Fm.;12.957062721;;2.090161562;1.3572255373;2.669768095;49.237365723;;0.2096087933;18.260398865;85.890975952;191.72970581;;;180.11184692;;-0.037160803;;;;;65030;1.0;1
35/11-11;2005.1716;530382.25;6775194.0;-1981.523438;SHETLAND GP.;Jorsalfare Fm.;13.015698433;;2.2165427208;1.9517337084;2.4764454365;117.25505066;;0.3417289853;3.5943074226;105.39207458;58.060955048;12.250000954;13.612999916;231.14027405;;-0.005115974;;2.0869855881;11.444283485;;65000;1.0;1
25/5-1;2494.16;475885.65625;6621552.5;-2468.233154;ROGALAND GP.;Ty Fm.;12.142346382;;0.9127103686;0.645584166;2.2409491539;27.411211014;;;2.2514576912;95.678771973;80.140571594;;16.065763474;;;-0.019132679;0.1366020888;;;;30000;1.0;1
16/4-1;2632.4656039;449959.84375;6500259.5;-2606.622559;ROTLIEGENDES GP.;Kupferschiefer Fm.;12.862504959;162.70838928;16.012584686;11.589144707;2.5995416641;79.560165405;;0.0292027146;;51.433422089;101.27144623;12.250000954;17.20980072;;0.6124646664;-0.015501421;0.1497830003;;;120.82525635;30000;2.0;1
26/4-1;2008.4561995;501136.0;6608179.0;-1985.255249;HORDALAND GP.;Grid Fm.;18.620326996;0.6451137662;0.61725384;0.5825073123;1.8272202015;56.087593079;;0.5395339727;24.107254028;138.51275635;27.446992874;12.250000954;6.6871752739;;7.1521081924;0.0152746411;0.2013083398;;;;65000;1.0;2
35/9-5;3220.1675872;543536.0;6799377.5;-3201.033691;CROMER KNOLL GP.;Aasgard Fm.;8.4443349838;;6.3865346909;5.9862456322;2.6101210117;116.48331451;;0.3220928609;3.4535830021;81.773162842;;8.5;19.690868378;153.39447021;;0.0036638654;;4.0196404457;18.109300613;;65000;1.0;1
25/2-7;670.93000061;479888.9375;6641111.0;-645.9213257;NORDLAND GP.;;18.404630661;0.8397333622;0.8397333622;0.9647824764;2.0451712608;26.567026138;;;1.5595620871;149.50588989;38.027378082;17.5;0.6909399629;;;-0.003447441;0.1318090409;;;;30000;1.0;2
31/6-5;1583.415;544114.75;6720737.0;-1560.345947;VIKING GP.;Sognefjord Fm.;12.08487606;0.3841560185;0.5240960121;0.5498920083;2.1655638218;106.62271118;;0.265627265;;107.0322113;65.865837097;12.250000954;;;;-0.01084;;;;;30000;1.0;1
35/11-11;1421.1876;530379.625;6775191.0;-1397.610352;HORDALAND GP.;Utsira Fm.;13.531322479;;1.0128147602;0.9349105358;2.1844975948;101.58605194;;0.4716915786;3.7880005836;129.01620483;76.417648315;12.250000954;62.116996765;360.94390869;;-0.004294246;;0.9657867551;67.692810059;;65000;1.0;2
25/2-13 T4;1109.16;469355.15625;6628720.5;-1086.427856;HORDALAND GP.;Utsira Fm.;17.868621826;1.6294298172;1.805954814;1.9447437525;1.8205035925;58.569213867;;;2.6180737019;137.32569885;15.477032661;17.5;;;0.368619591;0.024586115;;;;;65030;1.0;2
35/11-1;1358.7211228;535632.375;6783532.5;-1333.661499;ROGALAND GP.;Balder Fm.;18.00476265;;2.1921021938;0.9913550019;2.4250290394;83.334197998;;;4.0600628853;101.28856659;50.48707962;;;;;-0.017082319;;;;;70000;2.0;1
25/6-2;1967.024;489825.125;6602678.5;-1939.479004;ROGALAND GP.;Balder Fm.;17.868535995;;1.0755218267;1.5492227077;2.2497704029;56.557159424;;;;117.17086029;-11.33477497;17.5;20387.619141;;;0.0111167915;0.1617656499;;;;65000;2.0;2
25/2-13 T4;2169.816;469397.5;6628713.0;-2145.810791;HORDALAND GP.;Utsira Fm.;12.301693916;0.8515921831;0.6779452562;0.6297982335;2.2104246616;54.954891205;;;4.7712483406;115.5929718;40.126491547;12.250000954;;;0.0516904593;-0.009575306;;;;;65000;2.0;2
25/8-7;2224.6471147;475895.84375;6593126.5;-2199.647217;SHETLAND GP.;Svarte Fm.;8.6619510651;2.6196961403;2.5928862095;2.1816680431;2.5221140385;51.026123047;;0.1466227323;3.7642617226;82.814178467;113.72976685;8.5;5.5983228683;;0.1619508117;0.0026075353;0.1557743102;3.3886933327;;;70000;1.0;1
16/7-4;1883.54;442819.8125;6461121.0;-1858.479126;HORDALAND GP.;Utsira Fm.;11.945386887;;1.0577167273;0.5728765726;2.1290340424;77.700508118;;0.4297166467;;141.78683472;125.15587616;12.250000954;2.9590399265;;-0.30461511;0.1074800044;0.1485847384;;;;65000;1.0;2
16/4-1;2897.2496039;449956.3125;6500258.0;-2871.186279;ROTLIEGENDES GP.;BASEMENT;12.652353287;;5.2729978561;29.60344696;2.8232867718;83.339385986;;0.2129335552;;48.032054901;99.008171082;12.250000954;37.364063263;;0.4023530483;0.0301418751;0.1497830003;;;;93000;1.0;1
16/7-5;2112.0879852;446269.3125;6468389.5;-2085.197998;ROGALAND GP.;Balder Fm.;12.286029816;0.7225337029;0.7093757391;0.6373766661;2.1882340908;54.69083786;;0.4166989326;3.2272131443;125.19928741;78.090858459;;1.8757245541;;;0.0032112275;1.126368165;;;;65000;3.0;2
30/3-3;1836.126;497350.875;6737316.5;-1814.034668;HORDALAND GP.;Utsira Fm.;16.757795334;0.7095683217;0.4808299541;0.5307555199;1.9425264597;39.129356384;;;12.230891228;158.83073425;60.983341217;;;;;-0.018501146;;;;0.7079654336;70000;1.0;2
17/11-1;2117.465016;520153.1875;6452287.5;-2090.465088;BOKNFJORD GP.;Sauda Fm.;12.948853493;0.7778961658;1.9111022949;1.3073734045;2.2836360931;121.13045502;;0.4379349351;;121.04107666;43.66394043;;45.483901978;;;0.0584890991;1.2102466822;;;;65000;1.0;2
25/2-13 T4;1342.48;469368.5;6628722.0;-1319.359131;HORDALAND GP.;Utsira Fm.;18.064821243;1.569129467;1.3632442951;1.6328580379;2.106041193;71.53817749;;;2.8025290966;128.89637756;22.562181473;17.5;;;0.5733327866;0.0111390445;;;;;65000;1.0;2
33/9-17;1540.6819854;438468.625;6814174.0;-1514.418701;HORDALAND GP.;Utsira Fm.;12.524292946;0.5293889642;0.500069201;0.5088307261;1.8862090111;45.608634949;;0.5171662569;17.984399796;169.47123718;26.375;12.250000954;;;;-0.022;;;15.467578888;;65000;1.0;2
35/9-6 S;1972.456;537157.25;6804503.5;-1936.258057;SHETLAND GP.;Kyrre Fm.;12.051101685;;1.1470834017;1.1900486946;2.3522725105;99.410057068;;0.3579848111;;116.31142426;;;;;;;;1.039298892;18.794212341;;65000;1.0;1
34/7-20;1683.782;448295.25;6812831.5;-1657.744385;ROGALAND GP.;Balder Fm.;17.654792786;1.3490043879;0.6224014759;0.7089001536;2.1212632656;69.138153076;;;;140.27137756;38.36951828;;;;;-0.018223723;;;;;65000;2.0;2
35/4-1;2258.764;516087.84375;6822414.0;-2232.637939;SHETLAND GP.;Kyrre Fm.;22.121528625;;0.7316924334;1.3896530867;;99.214447021;;0.479652971;;131.15135193;;17.5;32.391201019;;;0.0097041158;;;;;65000;1.0;2
25/8-5 S;2642.9344;464055.34375;6590801.0;-2446.450684;SHETLAND GP.;Tor Fm.;8.8183708191;10.359611511;10.578649521;9.7351169586;2.538279295;46.854404449;;0.066922918;5.5269742012;;;8.5;3.0466527939;;0.3183708787;0.0373360366;1.2222292423;;;10.357851028;70000;2.0;1
31/2-8;3155.3489795;526891.5625;6758499.0;-3128.800049;DUNLIN GP.;Statfjord Fm.;8.1891088486;;1.4435589314;0.9226546884;2.317253828;31.973676682;37.341407776;0.2155041993;3.0154936314;85.553665161;65.773330688;;;;;0.016787177;;;;;30000;1.0;1
16/2-16;1521.3343961;476768.25;6523588.5;-1494.96936;ROGALAND GP.;Balder Fm.;12.349514961;;0.5899069905;0.5859780312;2.1337361336;46.486839294;;0.4312696159;5.5995903015;127.27387238;;12.250000954;45.589752197;;;0.0130434651;;;;;99000;3.0;2
26/4-1;2675.4321995;501131.6875;6608173.0;-2652.168457;VIKING GP.;Draupne Fm.;12.64126873;1.5599999428;2.4652657509;1.8172011375;2.3884279728;150.15496826;;0.4194913507;3.6989946365;114.48892975;54.793376923;12.250000954;12.498170853;;0.391271472;-0.006888886;0.1557743102;;;;65000;1.0;1
16/10-1;2417.3917898;444162.28125;6435560.0;-2392.194336;SHETLAND GP.;Tor Fm.;12.406200409;;2.6173837185;2.3859305382;2.496240139;25.944395065;;0.136883989;5.4827303886;70.94254303;104.74700928;12.5;3.03886199;;-0.093799591;-0.017690549;0.1701534837;;;;70000;2.0;1
30/6-5;3198.2744;497435.4375;6728316.5;-3173.167725;DUNLIN GP.;Amundsen Fm.;12.279115677;13.543169975;8.7916517258;6.9421725273;2.5865309238;87.683738708;;0.250805974;;77.831230164;111.657547;;;;;-0.004141501;;;;13.583646774;65000;1.0;1
34/5-1 A;2316.0899924;478813.5625;6845781.5;-2289.080811;SHETLAND GP.;Kyrre Fm.;12.224598885;;0.7395620346;0.7112475038;2.3050951958;81.960044861;;0.4253516793;4.9205999374;129.95732117;;12.250000954;28.400035858;302.36157227;;0.0120879021;;;28.068372726;;65000;1.0;2
34/5-1 A;3241.9219924;478976.6875;6845150.5;-2912.791504;SHETLAND GP.;Kyrre Fm.;12.103880882;;1.6801950932;1.6001490355;2.423882246;72.540496826;;0.3069571555;5.7314014435;98.176071167;;12.250000954;9.057923317;207.38253784;;-0.002479595;;;8.3909730911;;65000;1.0;1
25/4-5;2344.1188051;454469.53125;6603730.0;-2318.818848;ROGALAND GP.;Heimdal Fm.;18.406299591;;0.5288378;0.615975976;2.2185382843;30.601858139;;0.2964446545;2.5438804626;92.442687988;;17.5;;;0.9062996507;-0.005882818;;;;;30000;1.0;2
25/8-5 S;1881.2624;463943.5625;6591242.0;-1846.25769;HORDALAND GP.;Grid Mb.;13.216806412;1.1175143719;0.9288025498;0.7763721347;2.2799618244;79.707191467;;0.658613205;8.5009584427;120.37155914;-227.6255035;12.250000954;23.691415787;;0.9668043852;0.0333060212;1.4618821144;0.9019389153;;0.2099493742;65000;1.0;2
30/3-3;2127.51;497350.5;6737318.0;-2105.405518;ROGALAND GP.;Lista Fm.;15.697214127;0.9593511224;0.8502214551;0.8033162355;2.2321269512;49.030948639;;;;133.26092529;58.685192108;;;;;-0.007144975;;;;0.9611308575;65000;1.0;2
31/2-19 S;2021.2464;519973.875;6753190.5;-1919.549927;ROGALAND GP.;Vaale Fm.;13.23875618;0.8115435839;1.4426834583;1.4745658636;2.3305132389;152.43235779;;0.3564582765;3.4369497299;113.94760132;148.568573;12.250000954;;283.93041992;0.9887557626;0.0143301841;;0.6222725511;;0.6232658029;65000;2.0;1
35/4-1;1933.18;516087.09375;6822414.5;-1907.061279;SHETLAND GP.;Jorsalfare Fm.;20.688577652;;1.4023919106;3.4987893105;2.4378657341;99.753562927;;0.400000006;4.9559798241;95.205291748;;17.5;12.666899681;153.35409546;;0.0054473267;;;;;65000;1.0;2
35/11-6;2940.5516;524977.4375;6784899.5;-2912.393311;VIKING GP.;Draupne Fm.;14.336952209;1.0726318359;2.3103718758;1.669541955;2.2010703087;115.17159271;;0.4215532541;7.2992148399;115.27458954;71.978790283;;;245.62168884;;0.085596934;;;;;65000;1.0;2
25/5-4;2732.1923052;470378.15625;6608135.5;-2706.55957;SHETLAND GP.;Hardraade Fm.;11.915825844;0.200000003;11.132352829;15.673313141;2.6189711094;25.498773575;;;5.654815197;56.4777565;-26.93483925;12.250000954;;;-0.334176153;0.0799171403;;;;-999.9000244;70000;1.0;1
26/4-1;850.97619946;501149.25;6608192.0;-827.9612427;NORDLAND GP.;Utsira Fm.;17.710943222;0.8256118894;0.9914631844;1.3456988335;;51.296161652;;;;141.04165649;23.60002327;26.000001907;15.445304871;;-8.289054871;;0.1401968896;;;;65000;1.0;2
31/3-1;1956.221;539999.4375;6738650.0;-1932.926758;DUNLIN GP.;Cook Fm.;8.5695734024;;2.5768456459;2.5149767399;2.4263696671;87.242195129;;0.2638863325;;92.112258911;179.98599243;8.5;;;;-0.028617164;;;;;65000;1.0;1
25/7-2;1636.984;454806.15625;6571039.0;-1611.847534;HORDALAND GP.;Skade Fm.;21.929718018;0.7409541011;0.6700105071;0.6939729452;1.8451330662;29.025484085;;;;157.03067017;35.23266983;17.5;29.920001984;;4.4033241272;-0.06301339;;0.5858129859;;0.4975652397;65000;1.0;2
30/3-3;2198.342;497350.78125;6737318.5;-2176.235352;ROGALAND GP.;Lista Fm.;12.960733414;1.8774805069;1.3847975731;1.1649729013;2.3896024227;31.803813934;;;;119.17634583;55.626689911;;;;;-0.0015271;;;;1.8824719191;30000;1.0;1
34/5-1 A;3831.8339924;479088.21875;6844680.0;-3251.149902;SHETLAND GP.;Tryggvason Fm.;12.245865822;;1.3739272356;1.2914999723;2.4752640724;91.706199646;;0.3322415352;8.6902065277;100.49999237;;12.250000954;43.203956604;210.27607727;;-0.001932049;;;30.230623245;;65030;1.0;1
31/4-10;1463.5723926;510284.1875;6721196.5;-1441.529053;HORDALAND GP.;Utsira Fm.;12.226901054;0.864330709;0.7147364616;0.7731240392;1.9959875345;78.789703369;;;;147.31758118;171.375;;;;;;;;51.6212883;0.7886606455;65000;1.0;2
34/10-33;3209.224;457802.875;6777194.5;-3176.858154;BAAT GP.;Tarbert Fm.;8.8223056793;70.411552429;;31.900196075;2.6928641796;48.559822083;;0.0917605385;;54.478660583;;8.5;;;;-0.011857006;;;;;30000;1.0;1
16/7-5;538.58398517;446273.875;6468387.0;-511.7697449;NORDLAND GP.;;18.111976624;1.1578851938;1.1856085062;1.4756475687;;68.444740295;;;;168.84194946;25.762817383;;1.1723116636;;;;1.0664548874;;;;65000;1.0;2
34/10-21;3228.9704034;454126.5;6777270.0;-3199.436523;VIKING GP.;Heather Fm.;9.0819997787;6.4244470596;5.7461242676;4.1244139671;2.5363297462;93.450004578;;0.3358190954;4.4073829651;89.430297852;48.363861084;;;;;-0.009199447;;;;6.4408259392;65000;1.0;1
34/7-21;2462.502;450320.0625;6795986.0;-2435.884766;SHETLAND GP.;Kyrre Fm.;12.570936203;1.6142911911;1.5870424509;1.2700855732;2.3904159069;91.474411011;;0.4450792372;3.7156040668;117.53691101;;;;;;0.0259317681;;;;;65000;1.0;2
34/10-19;1632.96;460102.78125;6783934.5;-1610.540894;ROGALAND GP.;Lista Fm.;12.223236084;1.675709486;1.4371100664;1.1465679407;2.3997941017;49.582801819;;0.3839479685;;118.1713562;75.151100159;;;;;0.0096202409;;;;1.5192892551;65000;1.0;1
25/6-1;2164.032;488711.25;6598747.5;-2137.941895;SHETLAND GP.;Hardraade Fm.;16.853160858;1.7722319365;1.4060560465;1.3178640604;2.4555337429;20.789775848;;;;79.244842529;129.72302246;17.5;8.0376806259;;-0.646839976;0.1657940596;0.1557743102;;;;65030;2.0;1
29/6-1;3224.6970007;444560.59375;6711928.0;-3199.084229;SHETLAND GP.;Kyrre Fm.;13.757081032;;3.1607730389;2.3539242744;;48.326789856;;;;92.305709839;54.484951019;;;;;;;;;;65000;1.0;1
35/12-1;2639.8708149;551811.4375;6783873.5;-2612.185059;VIKING GP.;Sognefjord Fm.;12.119804382;3.9543073177;6.7652945518;9.2206773758;2.4797706604;66.125061035;;0.070922479;4.4095282555;69.999885559;-116.9021606;12.250000954;;;;0.0132004591;;3.0163815022;;3.3735194206;30000;1.0;1
25/11-5;1902.0567189;463756.0;6562935.0;-1878.556763;ROGALAND GP.;Lista Fm.;13.88207531;;0.7099958062;0.699213922;2.0775210857;34.944145203;;0.4806464314;;151.91223145;55.434768677;8.5;77.630455017;;5.3820743561;-0.008086408;1.1982640028;;;;65000;2.0;2
30/3-5 S;4278.7695862;496904.75;6739934.0;-3037.806396;DUNLIN GP.;Drake Fm.;8.7076196671;;5.3743367195;5.1936678886;2.595610857;102.75148773;;0.3075155616;3.5782251358;92.413391113;;;;;;0.0047597839;;;;;65000;1.0;1
34/10-21;839.22640344;454124.21875;6777257.5;-810.1627808;NORDLAND GP.;;17.891199112;1.3192541599;1.4584443569;1.6967971325;2.0188217163;59.04536438;;;3.0059273243;156.8394165;18.826805115;;;;;0.0126829306;;;;1.2840918303;65000;1.0;2
34/10-19;750.6;460123.6875;6783932.0;-728.5700073;NORDLAND GP.;;16.457366943;1.6862206459;1.840039134;2.3102650642;2.1442210674;73.175346375;;0.3980257809;;132.59552002;2.1274256706;;;;;0.0039180056;;;;1.5938489437;65000;1.0;2
34/2-4;1024.721436;482075.0625;6847169.5;-991.6940308;NORDLAND GP.;;18.891941071;;2.1237745285;2.4851880074;;63.975475311;;;;119.86460876;22.742177963;;;;;;;;;;65000;1.0;2
31/2-8;779.89297949;526926.0625;6758508.0;-754.8537598;HORDALAND GP.;;14.906184196;;5.0239653587;2.544110775;2.3549883366;23.687253952;;0.4504512548;;89.437232971;60.155170441;;;;;0.1114251316;;;;;74000;2.0;2
35/11-11;2590.6756;530384.4375;6775182.0;-2566.717285;VIKING GP.;Intra Heather Fm. Sst.;8.5330200195;;0.8574231863;0.8211560249;2.2725617886;82.808570862;;0.2901060879;3.3588299751;93.247200012;49.188938141;8.5;;184.19081116;;0.0095222034;;0.3513531089;9.4432611465;;30000;2.0;1
31/2-8;1298.8209795;526928.5625;6758511.0;-1273.757324;HORDALAND GP.;;19.953655243;;0.8380064964;0.7955171466;2.1293001175;82.793968201;;0.4461492002;;151.40148926;46.487491608;;;;;-0.002704148;;;;;65000;1.0;2
35/12-1;2453.9748149;551812.375;6783875.5;-2426.325684;VIKING GP.;Heather Fm.;12.166993141;35.8800354;15.67711544;16.855884552;2.6153202057;80.821578979;;0.2716142535;4.6900000572;66.753479004;-154.9624481;12.250000954;;;;0.0122026503;;32.952465057;;36.681304932;65030;1.0;1
15/9-15;1820.424;436811.5625;6462998.0;-1795.318359;HORDALAND GP.;Utsira Fm.;19.801298141;0.6939884424;0.6939884424;0.6904483438;1.7860475779;60.896686554;;0.5321819782;3.2814102173;165.60662842;71.368370056;12.250000954;63.170959473;;7.5513010025;0.0633562133;0.1378003508;;;0.3317347765;65000;1.0;2
15/9-15;2917.104;436798.34375;6463018.5;-2891.648926;HEGRE GP.;Skagerrak Fm.;7.7990989685;1.5221779346;1.5221779346;1.4922860861;2.3436300755;65.37953949;;0.2361906916;7.2745394707;84.480804443;113.33530426;8.5;62.439754486;;-0.700901449;-0.012555957;0.1797395945;;;2.4244379997;65030;1.0;1
31/4-10;1086.3083926;510280.375;6721198.0;-1064.295044;HORDALAND GP.;Utsira Fm.;12.218799591;0.8538661003;1.0193667412;1.082993269;1.9471193552;76.386833191;;;;156.57215881;186.24229431;;;;;;;;80.376754761;0.8511428833;65000;1.0;2
25/2-14;3210.9619006;476873.59375;6625403.0;-3186.882324;VESTLAND GP.;Sleipner Fm.;8.8559999466;1.4230011702;0.7880078554;0.7584320307;2.273733139;26.20051384;;0.1720169187;3.4587500095;85.69783783;87.110244751;8.5;;;0.355999887;0.0340875983;;;;;30000;1.0;1
25/9-1;2497.558;483524.65625;6590324.0;-2472.276123;DUNLIN GP.;Smith Bank Fm.;8.7731990814;1.5640465021;1.5654901266;1.487600565;2.5244152546;108.57873535;;0.3366771936;4.1484484673;90.715065002;;8.5;15.637224197;;;0.0761576667;0.1521795243;2.7540338039;;1.5935109854;65000;1.0;1
31/4-10;1823.8123926;510287.53125;6721195.5;-1801.751831;ROGALAND GP.;Lista Fm.;12.242568016;1.2188407183;0.7116884589;0.8074296117;2.0682344437;73.130889893;;;;134.53138733;143.64897156;;;;;;;;54.571949005;1.2188923359;65000;1.0;2
25/5-4;2153.6803052;470377.625;6608147.5;-2128.197998;ROGALAND GP.;Sele Fm.;12.306120872;;1.6907788515;1.1562385559;2.431687355;59.257011414;;;6.4595527649;80.478317261;78.72644043;12.250000954;;;0.056120377;0.079768233;;;;-999.9000244;65000;1.0;1
34/8-1;2545.9610232;469568.71875;6803814.0;-2509.575195;SHETLAND GP.;Lista Fm.;9.4018678665;2.2741789818;2.1493656635;1.9817070961;2.4163856506;63.910274506;;0.2870099843;3.2014610767;101.94158936;66.039756775;8.375;;;;-0.01498534;;;;2.1967816353;65000;1.0;1
31/2-7;1369.2729316;524584.0625;6747132.0;-1344.223267;ROGALAND GP.;Sele Fm.;17.84762764;;0.9940999746;0.8949081302;2.1067051888;95.538566589;;0.422991842;;143.09378052;73.809013367;;;;;0.0137409735;;;;;65000;1.0;2
34/8-7 R;5120.168;476341.21875;6798646.5;-5086.369141;DUNLIN GP.;Statfjord Fm.;11.631889343;5.7877407074;11.561559677;13.183670998;2.5028858185;18.894996643;;0.0464709885;;68.642776489;-112.2148056;8.5;;;;0.0079825977;;;;;30000;1.0;1
16/10-1;3001.5277898;444182.0;6435590.0;-2975.133545;VIKING GP.;Heather Fm.;8.0240516663;;1.3882257938;0.7435547709;2.419459343;53.356040955;;0.2072598785;7.4190983772;79.843002319;106.88970184;8.5;10.801439285;;-0.475948304;0.0013754113;0.1557743102;;;;30000;1.0;1
31/2-9;1144.1130842;525386.625;6749871.5;-1119.095459;HORDALAND GP.;;18.116355896;;0.8549355865;0.7207561731;2.0320603848;70.036605835;;0.5119302869;2.7226195335;157.09823608;55.336364746;;;;;-0.000303304;;;;;65000;1.0;2
17/11-1;1772.881016;520153.1875;6452287.5;-1745.880981;CROMER KNOLL GP.;Aasgard Fm.;14.033444405;0.4795790315;1.7139139175;1.5606645346;2.283210516;78.119354248;;0.377540499;;119.03520203;31.680200577;;31.075305939;;;0.0538956635;1.2102466822;;;;65000;1.0;2
31/2-8;817.74097949;526926.0625;6758508.5;-792.7004395;HORDALAND GP.;;14.742959976;;1.3840998411;1.5227565765;1.879201293;28.823472977;;0.5396607518;;153.72120667;61.910430908;;;;;0.0030579099;;;;;65000;2.0;2
25/8-5 S;2911.0624;464144.9375;6590612.5;-2613.012939;VESTLAND GP.;Sleipner Fm.;8.2546730042;0.389269352;0.3730426133;0.4416761696;2.197725296;82.219238281;;0.1986953467;2.8835449219;;;8.5;37.511837006;;-0.245326564;0.0054965555;1.2581771612;;;0.3722938895;30000;1.0;1
34/7-20;1250.734;448296.96875;6812830.0;-1224.703735;HORDALAND GP.;Utsira Fm.;17.667823792;0.6346207261;0.6417635083;1.0179947615;1.6915427446;79.393234253;;;;157.61965942;16.337100983;;;;;-0.05857823;;;;;65000;1.0;2
35/4-1;4836.988;516206.46875;6822392.5;-4802.125;DUNLIN GP.;Statfjord Fm.;8.6209230423;;12.700275421;11.914030075;2.6095511913;53.741832733;;0.1544687152;4.0654397011;63.993354797;;8.5;3.9532999992;124.17086029;;-0.093759388;;;;;65000;1.0;1
